Дата: 2023-08-18 ,Доллар США курс: 93.746
Дата: 2023-08-17 ,Доллар США курс: 96.7045
Дата: 2023-08-16 ,Доллар США курс: 97.4217
Дата: 2023-08-15 ,Доллар США курс: 101.0399
Дата: 2023-08-12 ,Доллар США курс: 98.2066
Дата: 2023-08-11 ,Доллар США курс: 97.2794
Дата: 2023-08-10 ,Доллар США курс: 97.3999
Дата: 2023-08-09 ,Доллар США курс: 96.0755
Дата: 2023-08-08 ,Доллар США курс: 96.5668
Дата: 2023-08-05 ,Доллар США курс: 94.8076
Дата: 2023-08-04 ,Доллар США курс: 93.7792
Дата: 2023-08-03 ,Доллар США курс: 92.841
Дата: 2023-08-02 ,Доллар США курс: 91.7755
Дата: 2023-08-01 ,Доллар США курс: 91.5923
Дата: 2023-07-29 ,Доллар США курс: 90.9783
Дата: 2023-07-28 ,Доллар США курс: 90.0225
Дата: 2023-07-27 ,Доллар США курс: 90.0468
Дата: 2023-07-26 ,Доллар США курс: 90.0945
Дата: 2023-07-25 ,Доллар США курс: 90.489
Дата: 2023-07-22 ,Доллар США курс: 90.3846
Дата: 2023-07-21 ,Доллар США курс: 90.8545
Дата: 2023-07-20 ,Доллар США курс: 91.2046
Дата: 2023-07-19 ,Доллар США курс: 90.6906
Дата: 2023-07-18 ,Доллар США курс: 90.4217
Дата: 2023-07-15 ,Доллар США курс: 90.119
Дата: 2023-07-14 ,Доллар США курс: 90.1757
Дата: 2023-07-13 ,Доллар США курс: 90.6253
Дата: 2023-07-12 ,Доллар США курс: 90.5045
Дата: 2023-07-11 ,Доллар США курс: 91.4931
Дата: 2023-07-08 ,Доллар США курс: 91.6879
Дата: 2023-07-07 ,Доллар США курс: 92.5695
Дата: 2023-07-06 ,Доллар США курс: 90.338
Дата: 2023-07-05 ,Доллар США курс: 89.545
Дата: 2023-07-04 ,Доллар США курс: 89.3255
Дата: 2023-07-01 ,Доллар США курс: 88.3844
Дата: 2023-06-30 ,Доллар США курс: 87.0341
Дата: 2023-06-29 ,Доллар США курс: 85.6192
Дата: 2023-06-28 ,Доллар США курс: 85.0504
Дата: 2023-06-27 ,Доллар США курс: 84.6642
Дата: 2023-06-24 ,Доллар США курс: 84.0793
Дата: 2023-06-23 ,Доллар США курс: 83.6077
Дата: 2023-06-22 ,Доллар США курс: 84.2467
Дата: 2023-06-21 ,Доллар США курс: 84.2336
Дата: 2023-06-20 ,Доллар США курс: 83.9866
Дата: 2023-06-17 ,Доллар США курс: 83.6498
Дата: 2023-06-16 ,Доллар США курс: 83.9611
Дата: 2023-06-15 ,Доллар США курс: 84.3249
Дата: 2023-06-14 ,Доллар США курс: 83.6405
Дата: 2023-06-10 ,Доллар США курс: 82.6417
Дата: 2023-06-09 ,Доллар США курс: 82.093
Дата: 2023-06-08 ,Доллар США курс: 81.4581
Дата: 2023-06-07 ,Доллар США курс: 81.2502
Дата: 2023-06-06 ,Доллар США курс: 81.3294
Дата: 2023-06-03 ,Доллар США курс: 80.8756
Дата: 2023-06-02 ,Доллар США курс: 80.9657
Дата: 2023-06-01 ,Доллар США курс: 80.9942
Дата: 2023-05-31 ,Доллар США курс: 80.6872
Дата: 2023-05-30 ,Доллар США курс: 80.0555
Дата: 2023-05-27 ,Доллар США курс: 79.9667
Дата: 2023-05-26 ,Доллар США курс: 79.9841
Дата: 2023-05-25 ,Доллар США курс: 79.9669
Дата: 2023-05-24 ,Доллар США курс: 80.1665
Дата: 2023-05-23 ,Доллар США курс: 79.9379
Дата: 2023-05-20 ,Доллар США курс: 79.9093
Дата: 2023-05-19 ,Доллар США курс: 80.0366
Дата: 2023-05-18 ,Доллар США курс: 80.7642
Дата: 2023-05-17 ,Доллар США курс: 79.9798
Дата: 2023-05-16 ,Доллар США курс: 79.1004
Дата: 2023-05-13 ,Доллар США курс: 77.2041
Дата: 2023-05-12 ,Доллар США курс: 75.8846
Дата: 2023-05-11 ,Доллар США курс: 76.6929
Дата: 2023-05-06 ,Доллар США курс: 76.8207
Дата: 2023-05-05 ,Доллар США курс: 78.6139
Дата: 2023-05-04 ,Доллар США курс: 79.3071
Дата: 2023-05-03 ,Доллар США курс: 79.9609
Дата: 2023-04-29 ,Доллар США курс: 80.5093
Дата: 2023-04-28 ,Доллар США курс: 81.5601
Дата: 2023-04-27 ,Доллар США курс: 81.6274
Дата: 2023-04-26 ,Доллар США курс: 81.5499
Дата: 2023-04-25 ,Доллар США курс: 81.2745
Дата: 2023-04-22 ,Доллар США курс: 81.4863
Дата: 2023-04-21 ,Доллар США курс: 81.6188
Дата: 2023-04-20 ,Доллар США курс: 81.6549
Дата: 2023-04-19 ,Доллар США курс: 81.6028
Дата: 2023-04-18 ,Доллар США курс: 81.6279
Дата: 2023-04-15 ,Доллар США курс: 81.5045
Дата: 2023-04-14 ,Доллар США курс: 81.6758
Дата: 2023-04-13 ,Доллар США курс: 82.0934
Дата: 2023-04-12 ,Доллар США курс: 82.1799
Дата: 2023-04-11 ,Доллар США курс: 81.7441
Дата: 2023-04-08 ,Доллар США курс: 82.3988
Дата: 2023-04-07 ,Доллар США курс: 80.6713
Дата: 2023-04-06 ,Доллар США курс: 79.4961
Дата: 2023-04-05 ,Доллар США курс: 79.3563
Дата: 2023-04-04 ,Доллар США курс: 77.951
Дата: 2023-04-01 ,Доллар США курс: 77.3233
Дата: 2023-03-31 ,Доллар США курс: 77.0863
Дата: 2023-03-30 ,Доллар США курс: 76.9781
Дата: 2023-03-29 ,Доллар США курс: 76.5939
Дата: 2023-03-28 ,Доллар США курс: 76.5662
Дата: 2023-03-25 ,Доллар США курс: 76.4479
Дата: 2023-03-24 ,Доллар США курс: 76.3072
Дата: 2023-03-23 ,Доллар США курс: 76.9561
Дата: 2023-03-22 ,Доллар США курс: 76.8373
Дата: 2023-03-21 ,Доллар США курс: 77.2422
Дата: 2023-03-18 ,Доллар США курс: 76.6044
Дата: 2023-03-17 ,Доллар США курс: 76.4095
Дата: 2023-03-16 ,Доллар США курс: 75.7457
Дата: 2023-03-15 ,Доллар США курс: 75.1927
Дата: 2023-03-14 ,Доллар США курс: 75.4609
Дата: 2023-03-11 ,Доллар США курс: 75.9406
Дата: 2023-03-10 ,Доллар США курс: 75.9028
Дата: 2023-03-08 ,Доллар США курс: 75.4577
Дата: 2023-03-07 ,Доллар США курс: 75.4728
Дата: 2023-03-04 ,Доллар США курс: 75.4592
Дата: 2023-03-03 ,Доллар США курс: 75.4729
Дата: 2023-03-02 ,Доллар США курс: 75.2513
Дата: 2023-03-01 ,Доллар США курс: 74.8932
Дата: 2023-02-28 ,Доллар США курс: 75.4323
Дата: 2023-02-23 ,Доллар США курс: 74.7087
Дата: 2023-02-22 ,Доллар США курс: 74.8596
Дата: 2023-02-21 ,Доллар США курс: 74.0432
Дата: 2023-02-18 ,Доллар США курс: 74.7588
Дата: 2023-02-17 ,Доллар США курс: 74.7638
Дата: 2023-02-16 ,Доллар США курс: 74.2077
Дата: 2023-02-15 ,Доллар США курс: 73.8645
Дата: 2023-02-14 ,Доллар США курс: 73.6307
Дата: 2023-02-11 ,Доллар США курс: 72.7923
Дата: 2023-02-10 ,Доллар США курс: 72.8949
Дата: 2023-02-09 ,Доллар США курс: 71.5763
Дата: 2023-02-08 ,Доллар США курс: 70.8924
Дата: 2023-02-07 ,Доллар США курс: 70.5991
Дата: 2023-02-04 ,Доллар США курс: 70.3847
Дата: 2023-02-03 ,Доллар США курс: 70.0414
Дата: 2023-02-02 ,Доллар США курс: 70.1217
Дата: 2023-02-01 ,Доллар США курс: 70.5174
Дата: 2023-01-31 ,Доллар США курс: 69.5927
Дата: 2023-01-28 ,Доллар США курс: 69.3372
Дата: 2023-01-27 ,Доллар США курс: 69.1263
Дата: 2023-01-26 ,Доллар США курс: 68.9573
Дата: 2023-01-25 ,Доллар США курс: 68.7529
Дата: 2023-01-24 ,Доллар США курс: 68.6288
Дата: 2023-01-21 ,Доллар США курс: 68.6656
Дата: 2023-01-20 ,Доллар США курс: 68.8467
Дата: 2023-01-19 ,Доллар США курс: 68.8728
Дата: 2023-01-18 ,Доллар США курс: 68.6644
Дата: 2023-01-17 ,Доллар США курс: 68.2892
Дата: 2023-01-14 ,Доллар США курс: 67.5744
Дата: 2023-01-13 ,Доллар США курс: 67.7775
Дата: 2023-01-12 ,Доллар США курс: 69.0202
Дата: 2023-01-11 ,Доллар США курс: 69.6094
Дата: 2023-01-10 ,Доллар США курс: 70.3002
Дата: 2022-12-31 ,Доллар США курс: 70.3375
Дата: 2022-12-30 ,Доллар США курс: 71.9778
Дата: 2022-12-29 ,Доллар США курс: 71.3261
Дата: 2022-12-28 ,Доллар США курс: 69.9346
Дата: 2022-12-27 ,Доллар США курс: 68.4487
Дата: 2022-12-24 ,Доллар США курс: 68.676
Дата: 2022-12-23 ,Доллар США курс: 72.1306
Дата: 2022-12-22 ,Доллар США курс: 70.5256
Дата: 2022-12-21 ,Доллар США курс: 69.0037
Дата: 2022-12-20 ,Доллар США курс: 66.3474
Дата: 2022-12-17 ,Доллар США курс: 64.6078
Дата: 2022-12-16 ,Доллар США курс: 64.3015
Дата: 2022-12-15 ,Доллар США курс: 63.359
Дата: 2022-12-14 ,Доллар США курс: 63.212
Дата: 2022-12-13 ,Доллар США курс: 62.7674
Дата: 2022-12-10 ,Доллар США курс: 62.3813
Дата: 2022-12-09 ,Доллар США курс: 62.5722
Дата: 2022-12-08 ,Доллар США курс: 62.9372
Дата: 2022-12-07 ,Доллар США курс: 62.9103
Дата: 2022-12-06 ,Доллар США курс: 62.1849
Дата: 2022-12-03 ,Доллар США курс: 61.7749
Дата: 2022-12-02 ,Доллар США курс: 61.1479
Дата: 2022-12-01 ,Доллар США курс: 60.8803
Дата: 2022-11-30 ,Доллар США курс: 61.0742
Дата: 2022-11-29 ,Доллар США курс: 60.752
Дата: 2022-11-26 ,Доллар США курс: 60.4797
Дата: 2022-11-25 ,Доллар США курс: 60.3866
Дата: 2022-11-24 ,Доллар США курс: 60.5043
Дата: 2022-11-23 ,Доллар США курс: 60.6566
Дата: 2022-11-22 ,Доллар США курс: 60.7379
Дата: 2022-11-19 ,Доллар США курс: 60.3741
Дата: 2022-11-18 ,Доллар США курс: 60.3894
Дата: 2022-11-17 ,Доллар США курс: 60.3484
Дата: 2022-11-16 ,Доллар США курс: 60.3116
Дата: 2022-11-15 ,Доллар США курс: 60.3982
Дата: 2022-11-12 ,Доллар США курс: 60.2179
Дата: 2022-11-11 ,Доллар США курс: 61.2434
Дата: 2022-11-10 ,Доллар США курс: 61.0611
Дата: 2022-11-09 ,Доллар США курс: 60.9774
Дата: 2022-11-08 ,Доллар США курс: 61.2367
Дата: 2022-11-04 ,Доллар США курс: 62.0955
Дата: 2022-11-03 ,Доллар США курс: 61.6175
Дата: 2022-11-02 ,Доллар США курс: 61.4275
Дата: 2022-11-01 ,Доллар США курс: 61.6229
Дата: 2022-10-29 ,Доллар США курс: 61.5343
Дата: 2022-10-28 ,Доллар США курс: 61.3589
Дата: 2022-10-27 ,Доллар США курс: 61.4277
Дата: 2022-10-26 ,Доллар США курс: 61.3326
Дата: 2022-10-25 ,Доллар США курс: 61.1629
Дата: 2022-10-22 ,Доллар США курс: 61.1958
Дата: 2022-10-21 ,Доллар США курс: 61.5018
Дата: 2022-10-20 ,Доллар США курс: 61.5905
Дата: 2022-10-19 ,Доллар США курс: 61.7032
Дата: 2022-10-18 ,Доллар США курс: 61.7634
Дата: 2022-10-15 ,Доллар США курс: 63.0558
Дата: 2022-10-14 ,Доллар США курс: 63.4917
Дата: 2022-10-13 ,Доллар США курс: 63.7559
Дата: 2022-10-12 ,Доллар США курс: 63.684
Дата: 2022-10-11 ,Доллар США курс: 62.3126
Дата: 2022-10-08 ,Доллар США курс: 61.2475
Дата: 2022-10-07 ,Доллар США курс: 60.2534
Дата: 2022-10-06 ,Доллар США курс: 59.4043
Дата: 2022-10-05 ,Доллар США курс: 58.7913
Дата: 2022-10-04 ,Доллар США курс: 57.5664
Дата: 2022-10-01 ,Доллар США курс: 55.2987
Дата: 2022-09-30 ,Доллар США курс: 57.413
Дата: 2022-09-29 ,Доллар США курс: 58.4485
Дата: 2022-09-28 ,Доллар США курс: 58.1756
Дата: 2022-09-27 ,Доллар США курс: 57.999
Дата: 2022-09-24 ,Доллар США курс: 58.1006
Дата: 2022-09-23 ,Доллар США курс: 59.8318
Дата: 2022-09-22 ,Доллар США курс: 60.8685
Дата: 2022-09-21 ,Доллар США курс: 60.0158
Дата: 2022-09-20 ,Доллар США курс: 60.1662
Дата: 2022-09-17 ,Доллар США курс: 60.0316
Дата: 2022-09-16 ,Доллар США курс: 59.6663
Дата: 2022-09-15 ,Доллар США курс: 59.7751
Дата: 2022-09-14 ,Доллар США курс: 60.0676
Дата: 2022-09-13 ,Доллар США курс: 60.4568
Дата: 2022-09-10 ,Доллар США курс: 60.4696
Дата: 2022-09-09 ,Доллар США курс: 60.801
Дата: 2022-09-08 ,Доллар США курс: 61.1814
Дата: 2022-09-07 ,Доллар США курс: 60.8544
Дата: 2022-09-06 ,Доллар США курс: 60.9033
Дата: 2022-09-03 ,Доллар США курс: 60.3713
Дата: 2022-09-02 ,Доллар США курс: 60.237
Дата: 2022-09-01 ,Доллар США курс: 60.2386
Дата: 2022-08-31 ,Доллар США курс: 60.3677
Дата: 2022-08-30 ,Доллар США курс: 60.3636
Дата: 2022-08-27 ,Доллар США курс: 60.0924
Дата: 2022-08-26 ,Доллар США курс: 59.7699
Дата: 2022-08-25 ,Доллар США курс: 59.9974
Дата: 2022-08-24 ,Доллар США курс: 59.8963
Дата: 2022-08-23 ,Доллар США курс: 59.7419
Дата: 2022-08-20 ,Доллар США курс: 59.1321
Дата: 2022-08-19 ,Доллар США курс: 59.957
Дата: 2022-08-18 ,Доллар США курс: 60.7552
Дата: 2022-08-17 ,Доллар США курс: 61.4247
Дата: 2022-08-16 ,Доллар США курс: 61.3747
Дата: 2022-08-13 ,Доллар США курс: 60.8993
Дата: 2022-08-12 ,Доллар США курс: 60.6229
Дата: 2022-08-11 ,Доллар США курс: 60.4542
Дата: 2022-08-10 ,Доллар США курс: 60.3814
Дата: 2022-08-09 ,Доллар США курс: 60.3164
Дата: 2022-08-06 ,Доллар США курс: 60.3696
Дата: 2022-08-05 ,Доллар США курс: 60.258
Дата: 2022-08-04 ,Доллар США курс: 60.2374
Дата: 2022-08-03 ,Доллар США курс: 60.1595
Дата: 2022-08-02 ,Доллар США курс: 62.0506
Дата: 2022-07-30 ,Доллар США курс: 61.3101
Дата: 2022-07-29 ,Доллар США курс: 60.2031
Дата: 2022-07-28 ,Доллар США курс: 60.2198
Дата: 2022-07-27 ,Доллар США курс: 58.6605
Дата: 2022-07-26 ,Доллар США курс: 57.7821
Дата: 2022-07-23 ,Доллар США курс: 57.3917
Дата: 2022-07-22 ,Доллар США курс: 56.4783
Дата: 2022-07-21 ,Доллар США курс: 54.8491
Дата: 2022-07-20 ,Доллар США курс: 55.437
Дата: 2022-07-19 ,Доллар США курс: 56.5616
Дата: 2022-07-16 ,Доллар США курс: 57.8323
Дата: 2022-07-15 ,Доллар США курс: 58.2568
Дата: 2022-07-14 ,Доллар США курс: 58.5322
Дата: 2022-07-13 ,Доллар США курс: 58.8541
Дата: 2022-07-12 ,Доллар США курс: 61.3045
Дата: 2022-07-09 ,Доллар США курс: 61.2664
Дата: 2022-07-08 ,Доллар США курс: 63.1427
Дата: 2022-07-07 ,Доллар США курс: 62.911
Дата: 2022-07-06 ,Доллар США курс: 58.5118
Дата: 2022-07-05 ,Доллар США курс: 55.0858
Дата: 2022-07-02 ,Доллар США курс: 53.7676
Дата: 2022-07-01 ,Доллар США курс: 52.5123
Дата: 2022-06-30 ,Доллар США курс: 51.158
Дата: 2022-06-29 ,Доллар США курс: 52.9699
Дата: 2022-06-28 ,Доллар США курс: 53.3641
Дата: 2022-06-25 ,Доллар США курс: 53.3234
Дата: 2022-06-24 ,Доллар США курс: 53.3578
Дата: 2022-06-23 ,Доллар США курс: 53.2788
Дата: 2022-06-22 ,Доллар США курс: 54.7081
Дата: 2022-06-21 ,Доллар США курс: 56.1727
Дата: 2022-06-18 ,Доллар США курс: 56.7101
Дата: 2022-06-17 ,Доллар США курс: 56.8691
Дата: 2022-06-16 ,Доллар США курс: 56.6624
Дата: 2022-06-15 ,Доллар США курс: 57.0926
Дата: 2022-06-11 ,Доллар США курс: 57.778
Дата: 2022-06-10 ,Доллар США курс: 58.3895
Дата: 2022-06-09 ,Доллар США курс: 60.2282
Дата: 2022-06-08 ,Доллар США курс: 60.9565
Дата: 2022-06-07 ,Доллар США курс: 61.1094
Дата: 2022-06-04 ,Доллар США курс: 61.9659
Дата: 2022-06-03 ,Доллар США курс: 61.575
Дата: 2022-06-02 ,Доллар США курс: 61.4733
Дата: 2022-06-01 ,Доллар США курс: 61.6069
Дата: 2022-05-31 ,Доллар США курс: 63.0975
Дата: 2022-05-28 ,Доллар США курс: 66.4029
Дата: 2022-05-27 ,Доллар США курс: 62.0495
Дата: 2022-05-26 ,Доллар США курс: 56.2996
Дата: 2022-05-25 ,Доллар США курс: 56.969
Дата: 2022-05-24 ,Доллар США курс: 58.2087
Дата: 2022-05-21 ,Доллар США курс: 58.8862
Дата: 2022-05-20 ,Доллар США курс: 62.4031
Дата: 2022-05-19 ,Доллар США курс: 63.5643
Дата: 2022-05-18 ,Доллар США курс: 63.5428
Дата: 2022-05-17 ,Доллар США курс: 63.4445
Дата: 2022-05-14 ,Доллар США курс: 63.7799
Дата: 2022-05-13 ,Доллар США курс: 65.7916
Дата: 2022-05-12 ,Доллар США курс: 68.8389
Дата: 2022-05-07 ,Доллар США курс: 67.3843
Дата: 2022-05-06 ,Доллар США курс: 66.2378
Дата: 2022-05-05 ,Доллар США курс: 69.416
Дата: 2022-04-30 ,Доллар США курс: 71.0237
Дата: 2022-04-29 ,Доллар США курс: 72.2953
Дата: 2022-04-28 ,Доллар США курс: 72.8764
Дата: 2022-04-27 ,Доллар США курс: 72.7089
Дата: 2022-04-26 ,Доллар США курс: 73.3611
Дата: 2022-04-23 ,Доллар США курс: 73.505
Дата: 2022-04-22 ,Доллар США курс: 74.999
Дата: 2022-04-21 ,Доллар США курс: 77.0809
Дата: 2022-04-20 ,Доллар США курс: 79.0287
Дата: 2022-04-19 ,Доллар США курс: 79.4529
Дата: 2022-04-16 ,Доллар США курс: 80.0437
Дата: 2022-04-15 ,Доллар США курс: 81.288
Дата: 2022-04-14 ,Доллар США курс: 79.8471
Дата: 2022-04-13 ,Доллар США курс: 79.6274
Дата: 2022-04-12 ,Доллар США курс: 79.1596
Дата: 2022-04-09 ,Доллар США курс: 74.8501
Дата: 2022-04-08 ,Доллар США курс: 76.2547
Дата: 2022-04-07 ,Доллар США курс: 82.5962
Дата: 2022-04-06 ,Доллар США курс: 83.352
Дата: 2022-04-05 ,Доллар США курс: 83.5932
Дата: 2022-04-02 ,Доллар США курс: 83.4285
Дата: 2022-04-01 ,Доллар США курс: 83.4097
Дата: 2022-03-31 ,Доллар США курс: 84.0851
Дата: 2022-03-30 ,Доллар США курс: 86.2843
Дата: 2022-03-29 ,Доллар США курс: 93.7125
Дата: 2022-03-26 ,Доллар США курс: 95.6618
Дата: 2022-03-25 ,Доллар США курс: 96.0458
Дата: 2022-03-24 ,Доллар США курс: 103.1618
Дата: 2022-03-23 ,Доллар США курс: 104.0741
Дата: 2022-03-22 ,Доллар США курс: 104.6819
Дата: 2022-03-19 ,Доллар США курс: 103.9524
Дата: 2022-03-18 ,Доллар США курс: 104.8012
Дата: 2022-03-17 ,Доллар США курс: 108.0521
Дата: 2022-03-16 ,Доллар США курс: 111.4823
Дата: 2022-03-15 ,Доллар США курс: 115.1963
Дата: 2022-03-12 ,Доллар США курс: 116.7517
Дата: 2022-03-11 ,Доллар США курс: 120.3785
Дата: 2022-03-10 ,Доллар США курс: 116.0847
Дата: 2022-03-06 ,Доллар США курс: 105.8124
Дата: 2022-03-05 ,Доллар США курс: 105.8124
Дата: 2022-03-04 ,Доллар США курс: 111.7564
Дата: 2022-03-03 ,Доллар США курс: 103.2487
Дата: 2022-03-02 ,Доллар США курс: 91.7457
Дата: 2022-03-01 ,Доллар США курс: 93.5589
Дата: 2022-02-26 ,Доллар США курс: 83.5485
Дата: 2022-02-25 ,Доллар США курс: 86.9288
Дата: 2022-02-23 ,Доллар США курс: 80.4194
Дата: 2022-02-22 ,Доллар США курс: 76.7671
Дата: 2022-02-19 ,Доллар США курс: 75.7619
Дата: 2022-02-18 ,Доллар США курс: 75.7527
Дата: 2022-02-17 ,Доллар США курс: 75.0141
Дата: 2022-02-16 ,Доллар США курс: 76.166
Дата: 2022-02-15 ,Доллар США курс: 76.5762
Дата: 2022-02-12 ,Доллар США курс: 74.9867
Дата: 2022-02-11 ,Доллар США курс: 74.7241
Дата: 2022-02-10 ,Доллар США курс: 74.8015
Дата: 2022-02-09 ,Доллар США курс: 75.3042
Дата: 2022-02-08 ,Доллар США курс: 75.6806
Дата: 2022-02-05 ,Доллар США курс: 76.0509
Дата: 2022-02-04 ,Доллар США курс: 76.6501
Дата: 2022-02-03 ,Доллар США курс: 76.4849
Дата: 2022-02-02 ,Доллар США курс: 77.1302
Дата: 2022-02-01 ,Доллар США курс: 77.4702
